2013-04-12,45.15,45.16,44.74,45.03,2817700,45.03
2013-04-11,45.04,45.53,44.80,45.21,5896300,45.21
2013-04-10,44.42,45.40,44.33,44.70,5795400,44.70
2013-04-09,43.71,44.26,43.34,44.17,2529400,44.17
2013-04-08,43.27,43.80,43.13,43.79,2814100,43.79
2013-04-05,43.42,43.86,43.21,43.38,4307900,43.38
2013-04-04,43.74,44.25,43.44,44.21,5109900,44.21
2013-04-03,43.78,43.84,43.49,43.70,5043100,43.70
2013-04-02,43.50,43.89,43.36,43.85,3371600,43.85
2013-04-01,43.36,43.78,43.23,43.38,3398000,43.38
2013-03-28,42.54,43.59,42.42,43.52,4075200,43.52
2013-03-27,42.60,42.88,42.38,42.66,1707000,42.66
2013-03-26,42.66,42.95,42.46,42.75,2125400,42.75
2013-03-25,42.90,43.42,42.41,42.49,5296600,42.49
2013-03-22,42.17,43.23,42.11,42.97,5595200,42.97
2013-03-21,41.99,42.63,41.90,42.18,5659400,42.18
2013-03-20,42.70,43.23,41.99,42.46,10733400,42.46
2013-03-19,41.10,41.37,40.49,40.75,4767400,40.75
2013-03-18,41.08,41.48,40.21,41.06,3311300,41.06
2013-03-15,41.45,41.79,41.32,41.38,5424200,41.38
2013-03-14,41.82,41.93,41.44,41.62,2762900,41.62
2013-03-13,41.50,41.81,41.30,41.59,2892500,41.59
2013-03-12,41.53,41.53,41.15,41.40,3454800,41.40
2013-03-11,41.12,41.54,40.96,41.48,4632400,41.48
2013-03-08,41.75,41.91,41.32,41.50,3330300,41.50
2013-03-07,41.40,41.59,41.20,41.50,2678600,41.50
2013-03-06,41.47,41.77,41.13,41.29,2835600,41.29
2013-03-05,40.76,41.49,40.68,41.46,4236600,41.46
2013-03-04,39.74,40.47,39.45,40.46,2423600,40.46
2013-03-01,39.30,39.88,38.96,39.83,2328200,39.83
2013-02-28,39.54,39.94,39.29,39.31,3637600,39.31
2013-02-27,38.32,39.75,38.10,39.60,5285300,39.60
2013-02-26,38.14,38.66,38.09,38.59,2925000,38.59
2013-02-25,38.66,39.09,38.10,38.11,2738700,38.11
2013-02-22,38.54,38.87,38.37,38.55,2835500,38.55
2013-02-21,38.82,38.82,38.30,38.34,2872700,38.34
2013-02-20,39.05,39.28,38.75,38.77,3129600,38.77
2013-02-19,38.58,39.00,38.52,38.99,2056500,38.99
2013-02-15,38.51,38.76,38.38,38.63,2367900,38.63
2013-02-14,38.70,38.92,38.30,38.61,4929700,38.61
2013-02-13,38.90,39.15,38.67,38.81,2491000,38.81
2013-02-12,38.55,39.13,38.12,38.89,3279500,38.89
2013-02-11,38.99,39.05,38.53,38.64,2333800,38.64
2013-02-08,38.31,39.45,38.15,39.12,5104600,39.12
2013-02-07,38.26,38.39,37.66,38.07,3110300,38.07
2013-02-06,38.36,38.65,38.26,38.40,2523200,38.40
2013-02-05,38.20,38.57,38.01,38.51,2355600,38.51
2013-02-04,38.19,38.44,37.82,38.10,2928000,38.10
2013-02-01,38.20,38.48,37.91,38.34,2416100,38.34
2013-01-31,38.00,38.23,37.68,37.83,3291900,37.83
2013-01-30,38.50,38.51,37.88,37.94,2693600,37.94
2013-01-29,38.11,38.56,37.81,38.52,2935900,38.52
2013-01-28,37.91,38.41,37.90,38.24,3536100,38.24
2013-01-25,38.05,38.53,38.02,38.32,3273000,38.32
2013-01-24,38.15,38.70,37.99,38.11,2537600,38.11
2013-01-23,37.94,38.28,37.89,38.25,3309000,38.25
2013-01-22,37.87,38.02,37.57,37.95,2475400,37.95
2013-01-18,37.81,37.99,37.36,37.98,5561400,37.98
2013-01-17,37.76,38.09,37.71,37.73,4089500,37.73
2013-01-16,38.12,38.27,37.81,37.88,2640700,37.88
2013-01-15,37.86,38.46,37.84,38.15,2968100,38.15
2013-01-14,37.99,38.20,37.81,38.16,3048600,38.16
2013-01-11,38.65,38.73,37.89,38.09,3511300,38.09
2013-01-10,38.75,38.78,38.09,38.62,3645200,38.62
2013-01-09,38.16,38.71,38.10,38.66,4083100,38.66
2013-01-08,37.78,38.20,37.75,38.14,3080900,38.14
2013-01-07,37.81,38.21,37.70,37.94,3632100,37.94
2013-01-04,37.88,38.19,37.62,38.13,3809300,38.13
2013-01-03,38.14,38.30,37.66,37.75,3906000,37.75
2013-01-02,37.92,38.73,37.92,38.34,6483800,38.34
2012-12-31,36.80,37.70,36.65,37.68,4634600,37.68
2012-12-28,36.91,37.40,36.89,36.90,3171600,36.90
2012-12-27,37.49,37.62,36.83,37.30,3422700,37.30
2012-12-26,37.48,37.99,37.26,37.55,2437600,37.55
2012-12-24,37.76,37.82,37.31,37.53,2448000,37.53
2012-12-21,37.36,38.00,37.35,37.71,7975900,37.71
2012-12-20,38.08,38.16,37.79,37.87,4330300,37.87
2012-12-19,37.39,38.25,37.35,38.09,5853300,38.09
2012-12-18,37.42,37.51,37.18,37.49,7652400,37.49
2012-12-17,37.07,37.43,36.90,37.42,8928100,37.42
2012-12-14,37.20,38.10,37.00,37.56,17447900,37.56
2012-12-13,36.01,36.50,35.19,35.53,7746200,35.53
2012-12-12,35.73,36.28,35.69,35.96,4598200,35.96
2012-12-11,35.80,36.11,35.47,35.54,5912900,35.54
2012-12-10,35.45,35.78,35.40,35.75,3542100,35.75
2012-12-07,35.40,35.50,34.94,35.48,2725400,35.48
2012-12-06,35.25,35.68,35.00,35.14,5571900,35.14
2012-12-05,35.30,35.63,34.86,35.40,4277000,35.40
2012-12-04,34.79,35.64,34.67,35.30,6744100,35.30
2012-12-03,34.78,34.85,34.57,34.70,3146300,34.70
2012-11-30,34.19,34.81,33.85,34.61,4935400,34.61
2012-11-29,34.08,34.17,33.78,34.09,3353700,34.09
2012-11-28,33.16,33.94,32.94,33.88,2612600,33.88
2012-11-27,33.19,33.59,33.16,33.18,2180400,33.18
2012-11-26,33.22,33.33,33.05,33.29,2348500,33.29
2012-11-23,33.06,33.43,32.99,33.40,1449800,33.40
2012-11-21,32.75,32.98,32.53,32.84,1703700,32.84
2012-11-20,32.80,32.95,32.52,32.64,2345400,32.64
2012-11-19,32.93,33.00,32.71,32.92,2645500,32.92
2012-11-16,32.58,32.75,32.27,32.65,3447300,32.65
2012-11-15,32.38,32.72,32.14,32.64,3817700,32.64
2012-11-14,32.60,32.77,32.16,32.24,5566500,32.24
2012-11-13,32.55,32.92,32.35,32.54,2597200,32.54
2012-11-12,32.95,33.03,32.66,32.70,1911900,32.70
2012-11-09,33.01,33.28,32.89,32.90,2581600,32.90
2012-11-08,33.50,33.57,32.92,32.98,4247900,32.98
2012-11-07,34.11,34.15,33.46,33.47,4681500,33.47
